set_num,name,year,theme_id,num_parts,current_price,list_price
41305-1,Emma's Photo Studio,2017.0,494.0,95.0,11.2103,0.0
41306-1,Mia's Beach Scooter,2017.0,494.0,79.0,13.99,0.0
41307-1,Olivia's Creative Lab,2017.0,494.0,99.0,13.0,0.0
41308-1,Stephanie's Friendship Cakes,2017.0,494.0,94.0,28.6053,0.0
41309-1,Andrea's Musical Duet,2017.0,494.0,86.0,0.0,0.0
41310-1,Heartlake Gift Delivery,2017.0,494.0,185.0,26.1221,0.0
4131-1,Freestyle Building Set,1995.0,399.0,71.0,0.0,0.0
41311-1,Heartlake Pizzeria,2017.0,494.0,287.0,50.0,0.0
41312-1,Heartlake Sports Center,2017.0,494.0,327.0,37.88,0.0
41313-1,Heartlake Summer Pool,2017.0,494.0,588.0,38.99,0.0
41314-1,Stephanie's House,2017.0,494.0,623.0,90.0,0.0
4132-1,Freestyle Building Set,1995.0,399.0,122.0,0.0,0.0
4133-1,Small Freestyle Bucket,1995.0,399.0,135.0,0.0,0.0
4134-1,Large Freestyle Bucket,1995.0,399.0,252.0,0.0,0.0
4135-1,Freestyle Garden Friends,1996.0,399.0,121.0,0.0,0.0
4137-1,Small Freestyle Clearpack,1997.0,399.0,127.0,0.0,0.0
4139-1,Freestyle Bucket,1997.0,399.0,249.0,0.0,0.0
4142-1,Freestyle Building Set,1995.0,399.0,98.0,0.0,0.0
414-3,"Windows Parts Pack, Red (The Building Toy)",1966.0,371.0,10.0,0.0,0.0
4143-1,Freestyle Building Set,1995.0,399.0,196.0,0.0,0.0
414-4,"Windows Parts Pack, White (The Building Toy)",1966.0,371.0,10.0,0.0,0.0
4144-1,Freestyle Brick Vac Bus,1995.0,399.0,142.0,0.0,0.0
414-5,"Windows Parts Pack, Red (System)",1966.0,371.0,10.0,0.0,0.0
4145-1,Freestyle Playcase,1995.0,399.0,254.0,0.0,0.0
414-6,"Windows Parts Pack, White (System)",1966.0,371.0,10.0,0.0,0.0
4146-1,Extra Large Freestyle Bucket,1995.0,399.0,410.0,0.0,0.0
4147-1,Freestyle Elefant Villa,1996.0,399.0,191.0,0.0,0.0
41492-1,Iron Man & Cpt. America,2016.0,610.0,174.0,0.0,0.0
41493-1,Black Panther & Dr. Strange,2016.0,610.0,167.0,0.0,0.0
41500-1,Flain,2014.0,581.0,58.0,20.0,0.0
4150-1,Freestyle Building Set,1995.0,399.0,91.0,0.0,0.0
41501-1,Vulk,2014.0,581.0,69.0,15.0,0.0
41502-1,Zorch,2014.0,581.0,45.0,12.0,0.0
41503-1,Krader,2014.0,581.0,66.0,11.99,0.0
41504-1,Siesmo,2014.0,581.0,50.0,0.0,0.0
41505-1,Shuff,2014.0,581.0,51.0,19.98,0.0
41506-1,Teslo,2014.0,581.0,54.0,22.0,0.0
41507-1,Zaptor,2014.0,581.0,61.0,23.0,0.0
41508-1,Volectro,2014.0,581.0,70.0,17.99,0.0
41509-1,Slumbo,2014.0,582.0,61.0,19.5,0.0
415-1,5 Sixteens and 4 Twenties (System),1966.0,371.0,27.0,0.0,0.0
41510-1,Lunk,2014.0,582.0,51.0,12.99,0.0
4151-1,Girl's Freestyle Set,1995.0,399.0,274.0,0.0,0.0
41511-1,Flurr,2014.0,582.0,46.0,14.9312,0.0
41512-1,Chomly,2014.0,582.0,68.0,15.0,0.0
4151270-1,Star Wars Co-Pack of 7121 and 7111,2000.0,166.0,2.0,0.0,0.0
41513-1,Gobba,2014.0,582.0,57.0,15.0,0.0
41514-1,Jawg,2014.0,582.0,61.0,18.0,0.0
41515-1,Kraw,2014.0,582.0,70.0,18.0,0.0
41516-1,Tentro,2014.0,582.0,69.0,3.205,0.0
41517-1,Balk,2014.0,582.0,68.0,15.0,0.0
41518-1,Glomp,2014.0,583.0,64.0,9.0,0.0
41519-1,Glurt,2014.0,583.0,62.0,9.49,0.0
41520-1,Torts,2014.0,583.0,48.0,10.0,0.0
4152-1,Large Freestyle Bucket,1995.0,399.0,409.0,0.0,0.0
41521-1,Footi,2014.0,583.0,72.0,17.0,0.0
41522-1,Scorpi,2014.0,583.0,70.0,15.0,0.0
41523-1,Hoogi,2014.0,583.0,69.0,15.0,0.0
41524-1,Mesmo,2014.0,583.0,64.0,9.95,0.0
41525-1,Magnifo,2014.0,583.0,61.0,10.0,0.0
41526-1,Wizwuz,2014.0,583.0,70.0,10.0,0.0
41527-1,Rokit,2015.0,584.0,66.0,10.4518,0.0
41528-1,Niksput,2015.0,584.0,62.0,10.0,0.0
41529-1,Nurp-Naut,2015.0,584.0,52.0,15.0,0.0
41530-1,Meltus,2015.0,584.0,66.0,20.0,0.0
4153-1,Large Freestyle Playcase,1995.0,399.0,698.0,0.0,0.0
41531-1,Flamzer,2015.0,584.0,60.0,18.0,0.0
41532-1,Burnard,2015.0,584.0,59.0,20.0,0.0
41533-1,Globert,2015.0,584.0,45.0,15.0,0.0
41534-1,Vampos,2015.0,584.0,59.0,13.5,0.0
41535-1,Boogly,2015.0,584.0,52.0,10.0,0.0
41536-1,Gox,2015.0,585.0,62.0,14.99,0.0
41537-1,Jinky,2015.0,585.0,59.0,20.0,0.0
41538-1,Kamzo,2015.0,585.0,58.0,9.0,0.0
41539-1,Krog,2015.0,585.0,60.0,14.8087,0.0
41540-1,Chilbo,2015.0,585.0,65.0,14.5,0.0
41541-1,Snoof,2015.0,585.0,54.0,14.8087,0.0
41542-1,Spugg,2015.0,585.0,51.0,18.0,0.0
41543-1,Turg,2015.0,585.0,56.0,8.0,0.0
41544-1,Tungster,2015.0,585.0,60.0,0.0,0.0
41545-1,Kramm,2015.0,586.0,68.0,14.0,0.0
41546-1,Forx,2015.0,586.0,65.0,9.0,0.0
41547-1,Wuzzo,2015.0,586.0,74.0,10.0,0.0
41548-1,Dribbal,2015.0,586.0,52.0,11.1141,0.0
41549-1,Gurggle,2015.0,586.0,66.0,15.0,0.0
41550-1,Slusho,2015.0,586.0,53.0,11.1141,0.0
41551-1,Snax,2015.0,586.0,51.0,20.0,0.0
41552-1,Berp,2015.0,586.0,68.0,20.0,0.0
41553-1,Vaka-Waka,2015.0,586.0,69.0,17.95,0.0
41554-1,Kuffs,2016.0,587.0,63.0,12.0,0.0
41555-1,Busto,2016.0,587.0,69.0,15.0,0.0
41556-1,Tiketz,2016.0,587.0,62.0,9.67,0.0
41557-1,Camillot,2016.0,587.0,64.0,0.0,0.0
41558-1,Mixadel,2016.0,587.0,63.0,10.0,0.0
41559-1,Paladum,2016.0,587.0,64.0,10.95,0.0
41560-1,Jamzy,2016.0,587.0,70.0,7.13,0.0
41561-1,Tapsy,2016.0,587.0,57.0,14.0,0.0
41562-1,Trumpsy,2016.0,587.0,54.0,15.0,0.0
41563-1,Splasho,2016.0,588.0,67.0,14.99,0.0
41564-1,Aquad,2016.0,588.0,70.0,18.0,0.0
41565-1,Hydro,2016.0,588.0,70.0,25.0,0.0
41566-1,Sharx,2016.0,588.0,55.0,14.0,0.0
41567-1,Skulzy,2016.0,588.0,66.0,15.0,0.0
41568-1,Lewt,2016.0,588.0,62.0,20.0,0.0
41569-1,Surgeo,2016.0,588.0,63.0,15.0,0.0
41570-1,Skrubz,2016.0,588.0,68.0,15.0,0.0
4157-1,Freestyle Trial Size,1997.0,399.0,36.0,0.0,0.0
41571-1,Tuth,2016.0,588.0,67.0,18.0,0.0
41572-1,Gobbol,2016.0,589.0,62.0,14.8462,0.0
41573-1,Sweepz,2016.0,589.0,61.0,16.0,0.0
41574-1,Compax,2016.0,589.0,66.0,12.8262,0.0
41575-1,Cobrax,2016.0,589.0,64.0,3.487,0.0
41576-1,Spinza,2016.0,589.0,60.0,0.0,0.0
41577-1,Mysto,2016.0,589.0,64.0,20.0,0.0
41578-1,Screeno,2016.0,589.0,73.0,25.0,0.0
41579-1,Camsta,2016.0,589.0,62.0,20.0,0.0
41580-1,Myke,2016.0,589.0,63.0,20.0,0.0
4158-1,Small Freestyle Box,1997.0,399.0,132.0,0.0,0.0
41585-1,Batman,2017.0,610.0,91.0,50.0,0.0
41586-1,Batgirl,2017.0,610.0,99.0,20.0,0.0
41587-1,Robin,2017.0,610.0,101.0,30.0,0.0
41588-1,The Joker,2017.0,610.0,151.0,35.0,0.0
41589-1,Captain America,2017.0,610.0,79.0,50.0,0.0
41590-1,Iron Man,2017.0,610.0,96.0,45.0,0.0
41591-1,Black Widow,2017.0,610.0,143.0,18.0,0.0
41592-1,The Hulk,2017.0,610.0,93.0,34.99,0.0
41593-1,Captain Jack Sparrow,2017.0,610.0,109.0,39.99,0.0
41594-1,Captain Armando Salazar,2017.0,610.0,118.0,7.75,0.0
41595-1,Belle,2017.0,610.0,139.0,35.0,0.0
41596-1,Beast,2017.0,610.0,116.0,12.5,0.0
416-1,4 Sixteens 2 Twenties (The Building Toy),1966.0,371.0,18.0,0.0,0.0
4161-1,Girl's Freestyle Suitcase,1995.0,399.0,293.0,0.0,0.0
4162-1,Freestyle Multibox,1995.0,399.0,600.0,0.0,0.0
4163-1,Electric Freestyle Set,1995.0,399.0,350.0,0.0,0.0
4164-1,Mickey's Fire Engine,2000.0,388.0,27.0,0.0,0.0
4165-1,Minnie's Birthday Party,2000.0,388.0,85.0,0.0,0.0
4166-1,Mickey's Car Garage,2000.0,388.0,90.0,0.0,0.0
4167-1,Mickey's Mansion,2000.0,388.0,123.0,0.0,0.0
4169306a-1,Christmas Tree Ornament,2005.0,227.0,46.0,0.0,0.0
4169306b-1,Snowman Ornament,2005.0,227.0,36.0,0.0,0.0
4169306c-1,Santa Claus Ornament,2005.0,227.0,36.0,0.0,0.0
4171-1,Spot & Friends,2001.0,37.0,53.0,0.0,0.0
4172-1,Tina's House,2001.0,37.0,44.0,11.04,0.0
417-3,Cornerbricks (The Building Toy),1966.0,371.0,10.0,0.0,0.0
4173-1,Max's Pitstop,2001.0,37.0,59.0,0.0,0.0
417-4,Cornerbricks (System),1966.0,371.0,20.0,0.0,0.0
4174-1,Max Goes Flying,2001.0,37.0,173.0,0.0,0.0
4175-1,Adventures with Max & Tina,2001.0,37.0,219.0,0.0,0.0
4176-1,The Race of the Year,2001.0,37.0,326.0,0.0,0.0
4177-1,Building Stories w/NaNa Bird,2001.0,37.0,382.0,0.0,0.0
4178-1,Mickey's Fishing Adventure,2000.0,388.0,107.0,0.0,0.0
4179-1,Large Creator Box,2002.0,37.0,500.0,0.0,0.0
4180878,"Bionicle Poster 2002, Bohrok front Krana back, 420 x 295 mm",2002.0,501.0,0.0,0.0,0.0
4181-1,Isla De Muerta,2011.0,263.0,160.0,135.0,0.0
418-2,2 x 4 Bricks (The Building Toy),1966.0,371.0,65.0,0.0,0.0
4182-1,The Cannibal Escape,2011.0,263.0,279.0,90.0,0.0
418-3,2 x 4 Bricks (System),1966.0,371.0,126.0,0.0,0.0
4183-1,The Mill,2011.0,263.0,366.0,145.0,0.0
4184-1,Black Pearl,2011.0,263.0,808.0,1000.0,0.0
4184912-1,Black Bus with Ball (Mannschaftsbus + Ball),2002.0,462.0,2.0,0.0,0.0
4186868-1,"Large Train Engine with Tender Black (Motorizable, sets 4534, 4535)",2002.0,238.0,203.0,0.0,0.0
4186870-1,Open Freight Wagon (White Box),2002.0,238.0,121.0,0.0,0.0
4186872-1,Passenger Wagon Green (White Box),2002.0,238.0,194.0,0.0,0.0
4186874-1,Caboose (White Box),2002.0,238.0,170.0,0.0,0.0
4186875-1,9V Platform and Mini-Figures,2002.0,238.0,47.0,0.0,0.0
4186876-1,Passenger Wagon Blue (White Box),2002.0,238.0,192.0,200.0,0.0
4189224-1,"Dragon Sculpture, Ollie, the little dragon from Castleland (Legoland Billund)",2002.0,425.0,47.0,0.0,0.0
4191-1,The Captain’s Cabin,2011.0,263.0,94.0,45.0,0.0
419-2,2 x 3 Bricks (The Building Toy),1966.0,371.0,75.0,0.0,0.0
4192-1,Fountain of Youth,2011.0,263.0,127.0,124.99,0.0
419-3,2 x 3 Bricks (System),1966.0,371.0,150.0,0.0,0.0
4193-1,The London Escape,2011.0,263.0,466.0,0.0,0.0
4194-1,Whitecap Bay,2011.0,263.0,748.0,186.9834,0.0
4195-1,Queen Anne’s Revenge,2011.0,263.0,1094.0,769.0,0.0
4195641-1,Star Wars Co-Pack of 7142 and 7152,2002.0,169.0,2.0,0.0,0.0
41999-1,"4 x 4 Crawler Exclusive Edition ""BOSS Crawler"" [Co-Creation Model]",2013.0,1.0,1583.0,525.0,0.0
42000-1,Grand Prix Racer,2013.0,12.0,1139.0,216.5018,0.0
4200-1,Mining 4 x 4,2012.0,56.0,101.0,8.0,11.99
42001-1,Mini Off-Roader,2013.0,1.0,100.0,19.98,0.0
42002-1,Hovercraft,2013.0,1.0,169.0,40.0,0.0
42004-1,Mini Backhoe Loader,2013.0,7.0,246.0,17.9305,0.0
42005-1,Monster Truck,2013.0,1.0,328.0,0.0,0.0
42006-1,Excavator,2013.0,1.0,719.0,200.0,0.0
42007-1,Moto Cross Bike,2013.0,1.0,253.0,0.0,0.0
42008-1,Service Truck,2013.0,1.0,1275.0,0.0,0.0
42009-1,Mobile Crane MK II,2013.0,7.0,2606.0,352.2896,0.0
420-1,Police Car,1973.0,421.0,19.0,0.0,0.0
42010-1,Off-Road Racer,2013.0,1.0,159.0,0.0,0.0
4201-1,Loader and Tipper,2012.0,56.0,138.0,30.0,17.99
42011-1,Race Car,2013.0,1.0,157.0,0.0,0.0
42020-1,Twin Rotor Helicopter,2014.0,1.0,145.0,18.783,0.0
4202-1,Mining Truck,2012.0,52.0,269.0,63.0,34.99
42021-1,Snowmobile,2014.0,1.0,185.0,17.0,0.0
42022-1,Hot Rod,2014.0,1.0,413.0,64.97,0.0
42023-1,Construction Crew,2014.0,1.0,833.0,74.6774,0.0
42024-1,Container Truck,2014.0,1.0,947.0,135.0,0.0
42025-1,Cargo Plane,2014.0,6.0,1295.0,278.0,0.0
42026-1,Black Champion Racer,2014.0,1.0,136.0,50.0,0.0
42026-2,Black Champion Racer,2014.0,1.0,137.0,0.0,0.0
42027-1,Desert Racer,2014.0,1.0,148.0,23.08,0.0
42028-1,Bulldozer,2014.0,7.0,614.0,128.0173,0.0
42029-1,Customized Pick up Truck,2014.0,1.0,1062.0,164.95,0.0
420-3,2 x 2 Bricks (The Building Toy),1966.0,371.0,100.0,0.0,0.0
42030-1,Remote-Controlled Volvo L350F Wheel Loader,2014.0,7.0,1634.0,332.8305,0.0
4203-1,Excavator Transporter,2012.0,56.0,304.0,73.1527,39.99
42031-1,Cherry Picker,2015.0,15.0,155.0,0.0,0.0
42032-1,Compact Tracked Loader,2015.0,7.0,251.0,55.0,0.0
42033-1,Record Breaker,2015.0,12.0,124.0,0.0,0.0
42034-1,Quad Bike,2015.0,11.0,148.0,37.99,0.0
42035-1,Mining Truck,2015.0,7.0,361.0,44.8,0.0
42036-1,Street Motorcycle,2015.0,13.0,374.0,69.5,0.0
42037-1,Formula Off-Roader,2015.0,11.0,493.0,0.0,0.0
42038-1,Arctic Truck,2015.0,11.0,912.0,0.0,0.0
42039-1,24 Hours Race Car,2015.0,12.0,1218.0,200.0,0.0
420-4,2 x 2 Bricks (System),1966.0,371.0,198.0,0.0,0.0
42040-1,Fire Plane,2015.0,9.0,577.0,109.99,0.0
4204-1,The Mine,2012.0,56.0,751.0,168.0806,99.99
42041-1,Race Truck,2015.0,12.0,608.0,0.0,0.0
42042-1,Crawler Crane,2015.0,1.0,1399.0,298.88,0.0
42043-1,Mercedes Benz Arocs 3245,2015.0,1.0,2792.0,400.0,0.0
42044-1,Display Team Jet,2016.0,1.0,113.0,12.99,0.0
42045-1,Hydroplane Racer,2016.0,1.0,179.0,18.0,0.0
42046-1,Getaway Racer,2016.0,1.0,170.0,30.0,0.0
42047-1,Police Interceptor,2016.0,1.0,185.0,0.0,0.0
42048-1,Race Kart,2016.0,1.0,344.0,55.0,0.0
42049-1,Mine Loader,2016.0,1.0,475.0,59.2904,0.0
42050-1,Drag Racer,2016.0,1.0,646.0,89.99,0.0
4205-1,Off Road Command Center,2012.0,61.0,388.0,59.99,39.99
42052-1,Heavy Lift Helicopter,2016.0,1.0,1041.0,219.4582,0.0
42053-1,Volvo EW 160E,2016.0,1.0,1166.0,0.0,0.0
42054-1,Claas Xerion 5000 Trac VC,2016.0,1.0,1975.0,238.1078,0.0
42055-1,Bucket Wheel Excavator,2016.0,7.0,3928.0,499.0,0.0
42056-1,Porsche 911 GT3 RS,2016.0,1.0,2704.0,850.0,0.0
42057-1,Ultralight Helicopter,2017.0,1.0,199.0,29.95,0.0
42058-1,Stunt Bike,2017.0,1.0,140.0,25.0,0.0
42059-1,Stunt Truck,2017.0,1.0,141.0,0.0,0.0
42060-1,Roadwork Crew,2017.0,1.0,364.0,30.0,0.0
4206-1,9V Train Switching Track Collection,2006.0,244.0,28.0,0.0,44.99
42061-1,Telehandler,2017.0,1.0,259.0,26.1295,0.0
4206-2,Recycling Truck,2012.0,63.0,296.0,65.0,29.99
42062-1,Container Yard,2017.0,1.0,630.0,99.99,0.0
42063-1,BMW R 1200 GS Adventure,2017.0,1.0,593.0,130.0678,0.0
42063-40,Technic 40 year anniversary model (42057 + 42061 + 42063),2017.0,1.0,568.0,0.0,0.0
42064-1,Ocean Explorer,2017.0,1.0,1326.0,0.0,0.0
42065-1,RC Tracked Racer,2017.0,1.0,369.0,135.61,0.0
42066-1,Air Race Jet,2017.0,1.0,1150.0,0.0,0.0
4207-1,City Garage,2012.0,63.0,932.0,155.0,119.99
4207901-1,Star Wars MINI Bonus Pack,2003.0,159.0,4.0,0.0,0.0
4208-1,4 × 4 Fire Truck,2012.0,58.0,242.0,0.0,19.99
4209-1,Fire Plane,2012.0,58.0,507.0,78.2,59.99
42-1,Motor Case / Lower Part,1977.0,443.0,1.0,0.0,0.0
4210-1,Coast Guard Platform,2008.0,55.0,450.0,270.0,49.99
421-1,1 x 2 Bricks,1966.0,371.0,176.0,0.0,0.0
4211-1,Starter Set 100,1998.0,470.0,53.0,0.0,0.0
421-2,2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy),1966.0,371.0,20.0,0.0,0.0
4212-1,Starter Set 200,1998.0,470.0,95.0,0.0,0.0
4212838-1,LEGO Stores Easter Chick for 2004,2004.0,229.0,62.0,0.0,0.0
4212847-1,LEGO Stores Easter Chick in egg for 2004,2004.0,229.0,99.0,0.0,0.0
4212852-1,LEGO Stores Easter Opening Egg for 2004 - Blue,2004.0,229.0,178.0,0.0,0.0
4213-1,Super Set 200,1998.0,470.0,519.0,0.0,0.0
4214-1,Medium Bucket,1998.0,470.0,264.0,0.0,0.0
4215-1,Starter Set 300,1998.0,470.0,264.0,0.0,0.0
4216-1,Super Set 100,1998.0,470.0,509.0,0.0,0.0
4217-1,Playdesk and Bricks,1998.0,470.0,215.0,0.0,0.0
4219-1,Brick Pack 100,1998.0,470.0,288.0,0.0,0.0
4220-1,Large Box of Bricks,1998.0,470.0,428.0,0.0,0.0
422-1,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks",1966.0,371.0,28.0,0.0,0.0
4221-1,Challenger Set 100,1998.0,470.0,65.0,0.0,0.0
4222-1,Challenger Set 300,1998.0,470.0,363.0,0.0,0.0
4223-1,Challenger Set 400 with Motor,1999.0,470.0,548.0,0.0,0.0
4224-1,Medium Bucket,1998.0,470.0,363.0,0.0,0.0
4225-1,Challenger Set 350,1998.0,470.0,244.0,0.0,0.0
4228383-1,Vakama Promotional Set (Woolworth's Exclusive),2003.0,356.0,3.0,0.0,0.0
4229-1,Brick Pack 300,1998.0,470.0,812.0,0.0,0.0
4232-1,Freestyle Set,1998.0,399.0,30.0,0.0,0.0
423-3,Curved and Round Bricks (The Building Toy),1966.0,371.0,84.0,0.0,0.0
4239-1,Freestyle Set,1998.0,399.0,38.0,0.0,0.0
4243532-1,Stunt Pack,2004.0,119.0,35.0,0.0,0.0
4243534-1,Racers Hazard Kit,2004.0,119.0,35.0,0.0,0.0
4244-1,Large Bulk Bucket,1998.0,399.0,420.0,0.0,0.0
425-1,Fork Lift,1976.0,416.0,21.0,0.0,0.0
4254-1,Freestyle Playdesk,1998.0,399.0,309.0,0.0,0.0
4258-1,Big Box Play Scape,1998.0,399.0,1009.0,0.0,0.0
426-1,7 Named Beams (The Building Toy),1966.0,371.0,7.0,0.0,0.0
4267-1,Large Bucket,1998.0,399.0,468.0,0.0,0.0
427-1,8 Plates 2 x 8 (The Building Toy),1966.0,371.0,8.0,0.0,0.0
4271-1,FreeStyle Box,1998.0,399.0,180.0,0.0,0.0
4274-1,Freestyle Playdesk,1998.0,399.0,508.0,0.0,0.0
4277206-1,Letters and Keyring,2005.0,500.0,72.0,0.0,0.0
4277678-1,LEGO Games Knights Kingdom Chess,2005.0,502.0,184.0,0.0,0.0
4278-1,Blue Tub,2003.0,37.0,1000.0,0.0,0.0
4279-1,CREATOR Strata Red {Red Tub},2003.0,37.0,1002.0,0.0,0.0
4280-1,Freestyle Trial Size,1998.0,399.0,39.0,0.0,0.0
428-1,5 Plates 4 x 8 (The Building Toy),1966.0,371.0,5.0,0.0,0.0
4281-1,Classic Trial Size,1999.0,470.0,25.0,0.0,0.0
4282-1,Classic Trial Size,1999.0,470.0,37.0,0.0,0.0
4283-1,Classic Trial Box,2000.0,470.0,53.0,0.0,0.0
4284-1,Classic Trial Size,1999.0,470.0,123.0,0.0,0.0
4285-1,Small Bucket,1999.0,470.0,256.0,0.0,0.0
4285968-1,Transformation Kit Dirt Crusher (Red),2005.0,119.0,47.0,0.0,0.0
4285969-1,Transformation Kit Dirt Crusher (Blue),2005.0,119.0,47.0,0.0,0.0
4285970-1,Transformation Kit Dirt Crusher (Green),2005.0,119.0,47.0,0.0,0.0
4286013-1,Big Wheels Pack Dirt Crusher (Red),2005.0,119.0,10.0,0.0,0.0
4286024-1,Big Wheels Pack Dirt Crusher (Blue),2005.0,119.0,10.0,0.0,0.0
4286025-1,Big Wheels Pack Dirt Crusher (Green),2005.0,119.0,10.0,0.0,0.0
4286784-1,Dirt Crusher Gearbox with Light,2005.0,119.0,6.0,0.0,0.0
4287082-1,Antenna Pack for Dirt Crusher,2005.0,119.0,10.0,0.0,0.0
4287744-1,City Value Pack - 7241 7246 - shrinkwrapped Target Country in Australia,2005.0,52.0,0.0,0.0,0.0
4288-1,Large Bucket,1999.0,470.0,404.0,0.0,0.0
429-1,4 Plates 6 x 8 (The Building Toy),1966.0,371.0,4.0,0.0,0.0
4291-1,Classic Build & Store Tub,1999.0,470.0,770.0,0.0,0.0
4293-1,Classic Value Pack,1999.0,470.0,817.0,0.0,0.0
4294-1,Helicopter ANA Promotional Set,2002.0,466.0,16.0,0.0,0.0
4297-1,Lightning Streak,2002.0,113.0,19.0,0.0,0.0
4298-1,Blue Power,2002.0,113.0,22.0,0.0,0.0
4299-1,Nesquik Quicky Racer,2002.0,113.0,17.0,35.0,0.0
4-3,Basic Set,1973.0,469.0,234.0,0.0,0.0
4300-1,Green Racer,2003.0,113.0,21.0,0.0,0.0
430-1,Biplane,1975.0,412.0,18.0,0.0,0.0
4301-1,Blue Racer,2003.0,113.0,24.0,0.0,0.0
430-2,Six Trees and Bushes (The Building Toy),1966.0,371.0,6.0,0.0,0.0
4304-1,Chopper Cop,1998.0,100.0,24.0,0.0,0.0
4305-1,Xcyber,1997.0,144.0,36.0,0.0,0.0
4306-1,Rings,1980.0,404.0,15.0,0.0,0.0
4308-1,Racing Car,2004.0,113.0,28.0,0.0,0.0
4309-1,Blue Racer,2004.0,113.0,31.0,0.0,0.0
4310-1,Orange Racer,2004.0,113.0,24.0,0.0,0.0
431-1,Gas Station (The Building Toy),1966.0,371.0,13.0,0.0,0.0
432-1,Road Signs (The Building Toy),1966.0,371.0,8.0,0.0,0.0
433-1,6 Street Lamps with Curved Top (The Building Toy),1966.0,371.0,6.0,0.0,0.0
4335-1,Black Robots Pod,2004.0,478.0,50.0,20.0,0.0
4336-1,Picture Frame and Mirror,1980.0,279.0,48.0,0.0,0.0
4337-1,Dragon Pod,2005.0,478.0,52.0,15.0,0.0
4338-1,Monster Pod,2005.0,478.0,49.0,15.0,0.0
4339-1,Aqua Pod,2005.0,478.0,56.0,15.0,0.0
434-1,50 lettered bricks (The Building Toy),1966.0,371.0,50.0,0.0,0.0
4346-1,Robo Pod,2004.0,478.0,50.0,13.85,0.0
4346-2,Robo Pod (Polybag),2004.0,478.0,47.0,0.0,0.0
4346-3,Robo Pod (Toy Fair Nuernberg Promotion),2004.0,478.0,50.0,0.0,0.0
4347-1,Auto Pod,2004.0,478.0,40.0,0.0,0.0
4347-2,Auto Pod (Polybag),2004.0,478.0,37.0,0.0,0.0
4347-3,Auto Pod (Toy Fair Nuernberg Promotion),2004.0,478.0,40.0,0.0,0.0
4348-1,Aero Pod,2004.0,478.0,36.0,15.0,0.0
4348-2,Aero Pod (Polybag),2004.0,478.0,33.0,0.0,0.0
4348-3,Aero Pod (Toy Fair Nuernberg Promotion),2004.0,478.0,36.0,0.0,0.0
4349-1,Wild Pod,2004.0,478.0,44.0,15.0,0.0
4349-2,Wild Pod (polybag),2004.0,478.0,41.0,0.0,0.0
4349-3,Wild Pod (Toy Fair Nuernberg Promotion),2004.0,478.0,44.0,0.0,0.0
435-1,Tipper Truck,1976.0,416.0,23.0,0.0,0.0
435-2,Garage Plate and Door (The Building Toy),1966.0,371.0,3.0,0.0,0.0
437-1,50 numbered bricks (The Building Toy),1966.0,371.0,50.0,0.0,0.0
4-4,Large House Set,1970.0,433.0,218.0,0.0,0.0
44000-1,Furno XL,2013.0,401.0,103.0,79.0,0.0
4400-1,Creations and Bricks {Red Tub},2003.0,37.0,705.0,0.0,0.0
44001-1,Pyrox,2013.0,403.0,50.0,20.0,0.0
44002-1,Rocka,2013.0,401.0,43.0,0.0,0.0
44003-1,Scarox,2013.0,403.0,46.0,0.0,0.0
44004-1,Bulk,2013.0,401.0,50.0,0.0,0.0
44005-1,Bruizer,2013.0,403.0,62.0,0.0,0.0
44006-1,Breez,2013.0,401.0,49.0,0.0,0.0
44007-1,Ogrum,2013.0,403.0,59.0,0.0,0.0
44008-1,Surge,2013.0,401.0,66.0,40.0,0.0
44009-1,Dragon Bolt,2013.0,403.0,151.0,50.0,0.0
44010-1,Stormer,2013.0,401.0,69.0,29.1751,0.0
4401-1,Little Creations,2003.0,204.0,110.0,0.0,0.0
44011-1,Frost Beast,2013.0,403.0,60.0,0.0,0.0
44012-1,Evo,2013.0,401.0,51.0,29.75,0.0
44013-1,Aquagon,2013.0,403.0,43.0,22.3967,0.0
44014-1,Jet Rocka,2013.0,401.0,289.0,0.0,0.0
44015-1,EVO Walker,2014.0,400.0,50.0,0.0,0.0
44016-1,JAW Beast vs. STORMER,2014.0,400.0,49.0,32.822,0.0
44017-1,STORMER Freeze Machine,2014.0,400.0,87.0,0.0,0.0
44018-1,FURNO Jet Machine,2014.0,400.0,78.0,0.0,0.0
44019-1,ROCKA Stealth Machine,2014.0,400.0,88.0,0.0,0.0
44020-1,FLYER Beast vs. BREEZ,2014.0,400.0,91.0,0.0,0.0
4402-1,Sea Riders,2003.0,204.0,549.0,0.0,0.0
44021-1,SPLITTER Beast vs. FURNO & EVO,2014.0,400.0,108.0,0.0,0.0
44022-1,EVO XL Machine,2014.0,400.0,192.0,90.0,0.0
44023-1,ROCKA Crawler,2014.0,401.0,49.0,0.0,0.0
44024-1,TUNNELER Beast vs. SURGE,2014.0,400.0,59.0,0.0,0.0
44025-1,BULK Drill Machine,2014.0,401.0,111.0,15.0,0.0
44026-1,CRYSTAL Beast vs. BULK,2014.0,400.0,83.0,0.0,0.0
44027-1,BREEZ Flea Machine,2014.0,401.0,101.0,0.0,0.0
44028-1,SURGE & ROCKA Combat Machine,2014.0,401.0,187.0,0.0,0.0
